titre,prix,surface,nb_pieces,nb_chambres,ville,code_postal,adresse,quartier,type_bien,groupe_type,prix_m2,lien,description,photo_1,photo_2,photo_3,photo_4,photo_5
"Appartement à vendre - Toulon - 180 000 € - 3 pièces, 2 chambres, 57 m²",180 000 €,57.0,3.0,2.0,Toulon,83200,"Notre Dame des Routes, ()",Ouest Toulon,Appartement,Appartement,3 158 €,https://www.seloger.com/annonces/achat/appartement/toulon-83/notre-dame-des-routes/261671947.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D15&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M,"Toulon Ouest - 83200 secteur Quatre chemins des routes Exclusivité ! Idéalement situé à proximité des commodités et de l'Arsenal dans une résidence sécurisée, cet appartement type 3 de 57m² lumineux ...",https://mms.seloger.com/6/9/1/9/69197590-7073-4eec-9142-694dfc890cbb.jpg?ci_seal=24a213de11eee04b108ad1c3eaf6112d68cf771f&h=50,https://mms.seloger.com/5/0/3/9/50396764-a285-4bb5-9b14-777c0304c547.jpg?ci_seal=a2618c8fab9642676c9e8c753f98d8e58db5a28b&w=525&h=394,https://mms.seloger.com/7/e/7/d/7e7db02b-97ac-4dd8-8a48-a285df17a168.jpg?ci_seal=42a096ee841da7d95c99c3411f5d2fed7477d52d&w=525&h=394,https://mms.seloger.com/4/b/e/5/4be5329c-b5f2-46e6-8d5c-401d8a5fc4f4.jpg?ci_seal=2b16da90daa94818c0c174360e24d98fd847a66e&w=525&h=394,
"Appartement à vendre - Toulon - 184 000 € - 4 pièces, 2 chambres, 83 m², Étage 7/9",184 000 €,83.0,4.0,2.0,Toulon,83100,,Est Toulon,Appartement,Appartement,2 217 €,https://www.seloger.com/annonces/achat/appartement/toulon-83/260052067.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D4&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,"BAISSE DE PRIX - LIMITROPHE LA VALETTE DU VAR - APPARTEMENT 2 CHAMBRES - 3ème CHAMBRE POSSIBLE - PARKING COLLECTIF - CAVE - FAÇADE VOTÉE , PAYÉE , EN COURS DE RÉALISATION. L'agence Laforêt vous propo...",https://mms.seloger.com/5/4/a/a/54aa016e-82db-4303-849f-378b46f3affb.jpg?ci_seal=9ab6180e5bc36dc8fcdfcf36c7a21726afc3c417&w=525&h=394,https://mms.seloger.com/5/4/0/2/5402d2a0-bb1e-48a1-a261-fc0803a8bb6a.jpg?ci_seal=c091a3b5bcc74e56ead9f1b3156a3797bf469b85&w=525&h=394,https://mms.seloger.com/4/6/0/8/4608bcfa-bbef-4d8c-bcbc-2fa37e76b06a.jpg?ci_seal=23d70d4d1c9fe44b9904460020522ea15046780d&w=525&h=394,,
"Appartement à vendre - Toulon - 185 000 € - 4 pièces, 2 chambres, 65,1 m², Étage 3/3",185 000 €,65.1,4.0,2.0,Toulon,83200,"Valbertrand, ()",Ouest Toulon,Appartement,Appartement,2 842 €,https://www.seloger.com/annonces/achat/appartement/toulon-83/valbertrand/261837825.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D15&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M,"Très beau T4 de 66m² entièrement rénové, situé au 3èm et dernier étage dans un secteur calme et résidentiel quartier Valbertrand. Composé d'un hall d'entrée avec placard, un très beau salon séjour, u...",https://mms.seloger.com/a/8/3/3/a833e6f2-066c-48ce-b19c-2c36901e3307.jpg?ci_seal=073e07b8781e3906a9b8073895e0d9fccc8a4a90&h=50,https://mms.seloger.com/1/9/d/6/19d6151f-06b6-4c82-aeee-b47d81467b6c.jpg?ci_seal=cb4777d67161466fe06b9ed4f288818cdb763b15&w=525&h=394,https://mms.seloger.com/a/d/4/5/ad45c405-32fd-467e-b638-3aaf79c179ce.jpg?ci_seal=df6c2d8cef6b92a85c603d0868278be0a4f1087a&w=525&h=394,https://mms.seloger.com/0/c/6/6/0c664caa-77cf-4e1f-9ca8-01ca765804c8.jpg?ci_seal=5b742b5a2303f3f5d49d60c56ce07c83b9ce6bd6&w=525&h=394,
"Appartement à vendre - Toulon - 188 000 € - 2 pièces, 1 chambre, 43,7 m², 1er étage",188 000 €,43.7,2.0,1.0,Toulon,83000,,Centre / Littoral,Appartement,Appartement,4 302 €,https://www.seloger.com/annonces/achat/appartement/toulon-83/260262595.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D4&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,"Au coeur de la haute-ville, dans un bel immeuble, un appartement entièrement rénové, situé au 1er étage, comprenant une entrée, une chambre, une salle d'eau ainsi qu'un spacieux salon donnant sur une...",https://mms.seloger.com/b/5/9/c/b59ce0b4-aa98-4ae3-a94d-7a580f2e4706.jpg?ci_seal=1f88077d0c694ef54e3299efd1c72e700d980362&w=525&h=394,https://mms.seloger.com/c/c/4/2/cc42f9d7-30a4-4699-a6dc-addf5b89d3bd.jpg?ci_seal=da93e9f50ae15e8428930befd5604020cf92cc97&w=525&h=394,https://mms.seloger.com/9/d/b/5/9db55213-a767-4a11-8ccd-4c3610927184.jpg?ci_seal=ea90dd8983ccafe6a19f30c91946fd5b89cb30c7&w=525&h=394,,
"Appartement à vendre - Toulon - 189 000 € - 4 pièces, 2 chambres, 70 m², Étage 1/7",189 000 €,70.0,4.0,2.0,Toulon,83200,(),Ouest Toulon,Appartement,Appartement,2 700 €,https://www.seloger.com/annonces/achat/appartement/toulon-83/262670021.htm,"Toulon ouest, trés bel appartement type 4 de 70 m² en bon état avec vue dégagée comprenant, entrée, séjour-salon, 2 chambres, salle d'eau, cave et parking privatif. Une visite s'impose !! Appartement...",https://mms.seloger.com/3/d/3/e/3d3eb76c-760a-4613-a9d4-3dd523c395bf.jpg?ci_seal=0a7169fc33b999a1c10b3bf17d19e52d1876e9db&w=525&h=394,https://mms.seloger.com/3/a/7/f/3a7f9e71-2de7-48ab-97f4-81ea293d9d36.jpg?ci_seal=0f09742f8f0432a9080d3cbe978f75c084c3dd5c&w=525&h=394,https://mms.seloger.com/1/a/a/9/1aa95627-7b7f-4d1a-a7a0-dc0eb1536b65.jpg?ci_seal=c3d38cb6ccd251a9f554ddf9e49c859bcaae13d3&w=525&h=394,,
"Appartement à vendre - Toulon - 189 000 € - 2 pièces, 1 chambre, 42 m², RDC",189 000 €,42.0,2.0,1.0,Toulon,83100,,Est Toulon,Appartement,Appartement,4 500 €,https://www.seloger.com/annonces/achat/appartement/toulon-83/beaulieu-darboussedes/249772673.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D4&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,"Quartier Ortolan, Bas Faron, coup de Coeur pour cet appartement T2 au sein d'une résidence Neuve HAUT DE GAMME ! Rez de jardin et terrasse exposition idéale au sud, et au calme absolu, Parking facile...",https://mms.seloger.com/e/e/c/0/eec0edf4-40db-403b-99d2-06a8071c9df5.jpg?ci_seal=1b6f86d13d2388978e635c21d49a676764428934&w=525&h=394,https://mms.seloger.com/2/8/7/d/287db250-584f-478a-8797-9f6dd555d95b.jpg?ci_seal=8a688fa0c92dcf18c2ddcc5bf9eacef4e2a09ac4&w=525&h=394,https://mms.seloger.com/3/d/d/0/3dd019c5-5d97-4733-ba04-86960d892776.jpg?ci_seal=066e5ec806630b6abb03968256b9a331bd22a43d&w=525&h=394,,
"Appartement à vendre - neuf - Toulon - 189 000 € - 2 pièces, 1 chambre, 40 m², Étage 1/4",189 000 €,40.0,2.0,1.0,Toulon,83100,"Pont de Suve-Collet de Gipon, ()",Est Toulon,Appartement,Appartement,4 725 €,https://www.seloger.com/annonces/achat/appartement/toulon-83/pont-de-suve-collet-de-gipon/262967831.htm,"LANCEMENT COMMERCIAL !! VOUS CHERCHEZ UN MAGNIFIQUE T2 SPACIEUX ET LUMINEUX AU SEIN D'UNE RESIDENCE NEUVE DE QUALITE ? Votre contact : Yann - Au cœur d'un environnement recherché, découvrez ce bel ap...",https://mms.seloger.com/f/8/3/f/f83f52e4-15f7-40b6-9724-ea4375ccbbce.jpg?ci_seal=1200fcebd84e67efe5032bb2b9103b4f7b1b5a9&w=525&h=394,https://mms.seloger.com/c/e/2/1/ce21fcac-c6da-4b33-87d7-876177b52777.jpg?ci_seal=13e9af1f1bab81793ff6fe4672ab0d1a76c0af1f&w=525&h=394,https://mms.seloger.com/3/1/9/8/319885d2-d61a-4d0c-83b0-5be6dde6a445.jpg?ci_seal=c6a514e152c7c81aa49a621792f40611b5d39c99&w=525&h=394,,
"Appartement à vendre - Toulon - 189 900 € - 4 pièces, 3 chambres, 71,8 m², Étage 3/5",189 900 €,71.8,4.0,3.0,Toulon,83200,,Ouest Toulon,Appartement,Appartement,2 645 €,https://www.seloger.com/annonces/achat/appartement/toulon-83/251328709.htm,"Appartement T4 modulable – Balcon, vues dégagées, fort potentiel de réagencement Vous cherchez un appartement lumineux, fonctionnel et évolutif, capable de s'adapter à votre mode de vie ? Ce T4 de 70...",https://mms.seloger.com/9/0/b/7/90b7f867-3417-4208-90ab-98b5c69d4605.jpg?ci_seal=0a8ccae8762325b9d610f9f4d313b2a1156446c0&w=525&h=394,https://mms.seloger.com/f/a/0/4/fa048844-103d-437f-a181-98b22b8b092e.jpg?ci_seal=f533e4e188dbf64975c956242a639217281e5faa&w=525&h=394,https://mms.seloger.com/6/e/f/7/6ef7ba03-a77d-4c7e-aa79-3003da97ec80.jpg?ci_seal=8853ca5644e85104c507e6ac6fc666ede76206b5&w=525&h=394,,
"Appartement à vendre - Toulon - 190 000 € - 3 pièces, 2 chambres, 70 m², Étage 1/4",190 000 €,70.0,3.0,2.0,Toulon,83200,"Rodeilhac, ()",Ouest Toulon,Appartement,Appartement,2 714 €,https://www.seloger.com/annonces/achat/appartement/toulon-83/rodeilhac/260968949.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D15&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,"En exclusivité appartement T3 de 70,83 m² loi carrez, plus 16,23 m² de superficie annexe (terrasse et loggia), situé dans le quartier des Quatre Chemins de Routes, à proximité immédiate de toutes les...",https://mms.seloger.com/3/3/8/f/338fa521-7d2e-44e2-93ff-23a4e9553f70.jpg?ci_seal=a3cd9553565b241e3c10585d107a5d64d02808f9&h=50,https://mms.seloger.com/6/d/c/7/6dc7c9fd-b31c-4528-a0e6-362187d76314.jpg?ci_seal=741c31f15f60082f8b4b89d884203a57e6c84301&w=525&h=394,https://mms.seloger.com/6/8/c/f/68cf4d8a-05fa-4e5b-9eea-2972cd07b9a8.jpg?ci_seal=8d9ea1b88e176af3a5dce8955287e7c20a381b9a&w=525&h=394,https://mms.seloger.com/e/3/8/8/e3887b61-d6fa-472c-8f1c-47b2f2da00a8.jpg?ci_seal=3ac1a98bc565674df3256eb7b847cff08130184c&w=525&h=394,
"Appartement à vendre - neuf - Toulon - 191 960 € - 2 pièces, 1 chambre, 45 m²",191 960 €,45.0,2.0,1.0,Toulon,83100,,Est Toulon,Appartement,Appartement,4 266 €,https://www.seloger.com/annonces/achat/appartement/toulon-83/la-roseraie/262696837.htm,"Nouveauté à Toulon Est ! Proche du centre-ville, dans un quartier calme et proximité immédiate des axes de communication et de toutes les commodités essentielles : commerces, écoles, collège, lycée, ...",https://mms.seloger.com/e/c/f/a/ecfaebe1-e7f3-4fe5-8896-d426c13d490e.jpg?ci_seal=2e5a612cba85692e68c7104f2678845a1702d9cc&w=525&h=394,https://mms.seloger.com/0/2/b/d/02bde898-9153-41f8-8fbd-ef2bd2e4bfda.jpg?ci_seal=700f0428bb61de7c90c9d0fcac41f4a05439ed2e&w=525&h=394,https://mms.seloger.com/4/9/6/e/496e3302-f934-4404-bbc8-67f0344b051f.jpg?ci_seal=c1004d456361f8cfc270da1e1f4687891d785267&w=525&h=394,,
"Appartement à vendre - Toulon - 192 500 € - 2 pièces, 1 chambre, 125 m², RDC",192 500 €,125.0,2.0,1.0,Toulon,83200,,Ouest Toulon,Loft,Appartement,1 540 €,https://www.seloger.com/annonces/achat/appartement/toulon-83/260707123.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D4&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,"Situé au rez de chaussée d'un immeuble de standing, Loft d'une superficie de 125 m². Actuellement exploité en local professionnel il se compose d'un accueil, grande pièce avec cuisine, un bureau, une...",https://mms.seloger.com/3/2/7/d/327d3332-0850-4937-950b-a07fa6138936.jpg?ci_seal=c8835e02fc63ecf2b48ac9fb7391ebdb70e8f90c&w=525&h=394,https://mms.seloger.com/d/1/4/e/d14edb37-fe65-41f4-979f-719072b2e907.jpg?ci_seal=9222ecc921a5b5a87804df45509ab93ea7bd20e9&w=525&h=394,https://mms.seloger.com/3/9/5/5/39556e2a-359f-481a-a411-439242157aff.jpg?ci_seal=b0402c368dfef912cd24c715806adcd2da290c07&w=525&h=394,,
"Appartement à vendre - Toulon - 195 000 € - 3 pièces, 2 chambres, 47 m²",195 000 €,47.0,3.0,2.0,Toulon,83000,,Centre / Littoral,Appartement,Appartement,4 149 €,https://www.seloger.com/annonces/achat/appartement/toulon-83/barbes-valbourdin/262932853.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000&sort_order_ab_test=sort_order_reference&feature_aiEnrichment=false#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,"L'Immobilière du Golf vous propose : LE SECRET, un appartement T3 de 47m² entièrement rénové, situé à Toulon, dans un environnement paisible et recherché. Dès l'entrée, vous découvrirez un séjour ave...",https://mms.seloger.com/6/0/6/b/606b8e94-de01-48fb-8e67-b7d263386a0c.jpg?ci_seal=81a6406e107a011c54d30f4a9d37fabc7189fadc&w=626&h=470,https://mms.seloger.com/6/8/1/9/68199d05-796d-48d7-a652-13a9a869a145.jpg?ci_seal=672c43b7a12d9e82a109ab9360015e207c3f1c23&w=626&h=470,https://mms.seloger.com/9/5/3/4/9534a6e8-9758-48f4-b722-faba3cfbfa15.jpg?ci_seal=25129194e7107e8fc41b2e07f9fbeff9b5fef9c3&w=626&h=470,https://mms.seloger.com/3/1/7/1/3171b217-09d1-4932-a99e-4dcd02498c52.jpg?ci_seal=1b3efaa1f48b267edcb1f5255dfdbc6db9bf3cad&w=626&h=470,https://mms.seloger.com/0/2/c/2/02c2b97a-af1a-44b3-b341-cd5d54693640.jpg?ci_seal=05870ac59519fae0fc0759b96109a8669fc918dc&w=626&h=470
"Appartement à vendre - Toulon - 196 100 € - 3 pièces, 2 chambres, 74,8 m², Étage 1/3",196 100 €,74.8,3.0,2.0,Toulon,83200,(),Ouest Toulon,Appartement,Appartement,2 622 €,https://www.seloger.com/annonces/achat/appartement/toulon-83/261665501.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D15&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,"À Valbertrand 3 pièces lumineux de 74 m², proche de toutes commodités ! Découvrez ce spacieux 3 pièces de 74 m², baigné de lumière, situé dans une résidence soignée au cœur du quartier prisé de Valbe...",https://mms.seloger.com/9/4/0/d/940d3e14-4c3c-4365-97a8-3f480efea4b0.jpg?ci_seal=5c21217ebe12b4c1ba995d7aa79a9c44d2a3c5ea&w=525&h=394,https://mms.seloger.com/2/5/0/3/2503deec-7545-43ba-84c1-04168c628792.jpg?ci_seal=2ede4cac3784ab649487b083c3df9f8f56551f3b&w=525&h=394,https://mms.seloger.com/9/8/8/8/988872d8-2d09-4470-8dd3-ba8de55fecf9.jpg?ci_seal=660d9a465fcde52eca3114b2ecb3d2fa896dd0d2&w=525&h=394,,
"Appartement à vendre - Toulon - 196 300 € - 3 pièces, 2 chambres, 54 m², RDC/3",196 300 €,54.0,3.0,2.0,Toulon,83200,,Ouest Toulon,Appartement,Appartement,3 635 €,https://www.seloger.com/annonces/achat/appartement/toulon-83/escaillon/262480647.htm,"iad France - Christelle Ingrassia vous propose: Situé dans un quartier prisé de Toulon Ouest, cet appartement, au rez-de-chaussée surélevé avec balcon, de type T3 bénéficie d'une localisation idéale,...",https://mms.seloger.com/1/c/0/5/1c053cc1-e0e0-4f8c-88ac-c909f788ca7e.jpg?ci_seal=07fef38a90ddd01f22030b06c1ad34d2c4274ea8&w=525&h=394,https://mms.seloger.com/f/6/0/f/f60f5b27-5fb3-4f2f-9faa-1b11204d2ce7.jpg?ci_seal=09a2210f59d6fe0c157a804a57b7292439a0926f&w=525&h=394,https://mms.seloger.com/a/4/5/3/a453d413-0ba1-40c8-94bc-52bfb755b920.jpg?ci_seal=67959b2772d8682ffbfdfc3bf4036dbb04a562fa&w=525&h=394,,
"Appartement à vendre - Toulon - 198 000 € - 4 pièces, 3 chambres, 96 m², Étage 1/3",198 000 €,96.0,4.0,3.0,Toulon,83000,rue Jean-Jaurès à,Centre / Littoral,Appartement,Appartement,2 062 €,https://www.seloger.com/annonces/achat/appartement/toulon-83/262388525.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D4&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,"TOULON CENTRE VILLE À VENDRE - Découvrez cet appartement traversant de 95 m² situé au premier étage d'un immeuble situé rue Jean-Jaurès à Toulon. Ce bien, entièrement à rénover, offre un grand potent...",https://mms.seloger.com/5/8/0/4/58044235-25ea-4ebe-a9b4-d27462d3c000.jpg?ci_seal=ff39091ee7642980bc56f417993ee994958248db&h=50,https://mms.seloger.com/e/a/9/a/ea9a4ebe-eab6-422b-a7b7-60f2a75b6477.jpg?ci_seal=c39bd431b37de3a3a55aaf0a851d9660f2d0327a&w=525&h=394,https://mms.seloger.com/e/b/7/3/eb73ed76-08e6-45af-bd11-a2135257b260.jpg?ci_seal=5c40c0dd028fdc6534e427be5f9ccc9cde64cfe8&w=525&h=394,https://mms.seloger.com/5/f/5/f/5f5fab90-cfec-4893-bd4e-8b677e1dd81e.jpg?ci_seal=222a566b6f737c609aabbd67fe2b31693e953425&w=525&h=394,
"Appartement à vendre - Toulon - 198 000 € - 3 pièces, 2 chambres, 56 m², Étage 4/7",198 000 €,56.0,3.0,2.0,Toulon,83100,,Est Toulon,Appartement,Appartement,3 536 €,https://www.seloger.com/annonces/achat/appartement/toulon-83/262566707.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D4&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,"TOULON EST-ECO QUARTIER: Dans une résidence avec ascenseur, appartement de type 3 de 56m² avec terrasse et possibilité garage. Il se compose d'un séjour avec cuisine overte donnant sur une terrasse, ...",https://mms.seloger.com/a/2/3/f/a23f341f-aa6d-41e9-a5a5-52e8a29137b7.jpg?ci_seal=56025b934943dc2b7b1073fa28a43f88114bcb9f&h=50,https://mms.seloger.com/0/3/a/a/03aa7add-2ea1-4550-8ea9-cd85bc3adeb6.jpg?ci_seal=985ffc85da6f6c7340a4bca72c409c193bdafffe&w=525&h=394,https://mms.seloger.com/2/a/4/e/2a4e94c0-3765-4700-8b3b-c3a28fc78bb0.jpg?ci_seal=e366cd966d9fc5017a9b53326abd621b364bbb0d&w=525&h=394,https://mms.seloger.com/0/3/8/c/038cb1ce-f675-4b51-804d-36516bfc131c.jpg?ci_seal=21d10f092ead9d1860754b4070027d36f8f24d0d&w=525&h=394,
"Appartement à vendre - Toulon - 198 000 € - 3 pièces, 2 chambres, 64 m², 3ème étage",198 000 €,64.0,3.0,2.0,Toulon,83200,,Ouest Toulon,Appartement,Appartement,3 094 €,https://www.seloger.com/annonces/achat/appartement/toulon-83/temple/262635627.htm,"L'EXCLUSIVITÉ BARBES : Design, Terrasse & Lumière Laissez-vous séduire par ce T3 de 64m² au design Japandi Chic, situé dans le secteur recherché de Saint-Roch / Barbès. Entre minimalisme japonais et ...",https://mms.seloger.com/c/e/9/8/ce987c70-072b-42bc-b8b3-cd01fec72cf2.jpg?ci_seal=bd04f5ae81601f44771bfcba49448c80f6b03032&w=525&h=394,https://mms.seloger.com/4/1/5/8/41580be8-ba4c-4aef-8ad4-977c0ff820b5.jpg?ci_seal=78767438b8397aa2aa02499f71cde61701950bf0&w=525&h=394,https://mms.seloger.com/e/7/6/2/e762ed4d-809b-4895-a90e-04426dba3ef8.jpg?ci_seal=0ed499ffcf680d103470a535f3a1c17117587c5e&w=525&h=394,,
"Appartement à vendre - Toulon - 198 000 € - 3 pièces, 2 chambres, 70 m², Étage 2/3",198 000 €,70.0,3.0,2.0,Toulon,83100,,Est Toulon,Appartement,Appartement,2 829 €,https://www.seloger.com/annonces/achat/appartement/toulon-83/beaulieu-darboussedes/262626069.htm,"Toulon, quartier Ortolan — Un T3 comme une parenthèse Niché au deuxième étage (avec ascenseur) d’une petite copropriété de cinq lots, cet appartement traversant s’ouvre on la lumière du matin comme ...",https://mms.seloger.com/8/e/0/0/8e0043b9-8292-43dc-a8ba-b975e7b1ad7b.jpg?ci_seal=2a67bd3909faeebc594a7e075770d501bd9ddb6a&h=50,https://mms.seloger.com/c/8/f/a/c8fac724-a289-4baa-ba12-58876f35db73.jpg?ci_seal=7921f9bd81eac9e2bff9e5a2a5677b786b819ace&w=525&h=394,https://mms.seloger.com/6/a/7/b/6a7b6728-7f05-4600-9a1f-b6c336e6e59d.jpg?ci_seal=7a5b31879da01f32cb0c9e90b0c597266ba8e244&w=525&h=394,https://mms.seloger.com/6/a/5/6/6a562c4b-af1a-4451-b7b8-7ec343502b94.jpg?ci_seal=ca264534804fc58127a67fec44282cf1ab949616&w=525&h=394,
"Appartement à vendre - neuf - Toulon - 199 000 € - 2 pièces, 1 chambre, 41 m², Étage 2/3",199 000 €,41.0,2.0,1.0,Toulon,83000,,Centre / Littoral,Appartement,Appartement,4 854 €,https://www.seloger.com/annonces/achat/appartement/toulon-83/262967809.htm,"A ne pas manquer - retour de lot - Toulon Est Votre contact : Julie Devaux – Dans une résidence sécurisée et intimiste de 3 étages, proche de toutes les commodités, découvrez ce T2 de 41 m² offrant l...",https://mms.seloger.com/1/e/d/8/1ed8389c-ac91-4afa-92a3-8ba52c3274c9.jpg?ci_seal=2745219c8ad06ee5acb22924f8a5d109846a29b7&w=525&h=394,https://mms.seloger.com/a/0/a/9/a0a95243-02b2-43a4-a072-28c6b25c197a.jpg?ci_seal=1bb8ce2e77b38c56f9f49e8dc320b82be4ff3028&w=525&h=394,https://mms.seloger.com/b/b/0/a/bb0a7af0-72e0-4271-9dd2-519d6d43324e.jpg?ci_seal=0dab3e00b506d6b2101beeecc89d625a8ff8d3d2&w=525&h=394,,
"Appartement à vendre - Toulon - 199 000 € - 3 pièces, 2 chambres, 74,3 m², Étage 3/5",199 000 €,74.3,3.0,2.0,Toulon,83100,,Est Toulon,Appartement,Appartement,2 678 €,https://www.seloger.com/annonces/achat/appartement/toulon-83/261832523.htm,"TOULON, JCG Immobilier est très heureux de vous présenter ce grand T3 de 74m² + TERRASSE en plein centre des commodités toulonnaises, avec accès bus devant la résidence, à proximité de la gare de Sai...",https://mms.seloger.com/6/7/1/6/671617d5-5988-4947-8cdd-c70147f7e2c0.jpg?ci_seal=67e783f417023c9f6e5edcc6e68162b7bba395a5&h=50,https://mms.seloger.com/4/6/0/9/460944d9-8d2b-4510-b574-c2f2c61e6a86.jpg?ci_seal=ec7344a19115ead4ca6c939d61e817635a30d667&w=525&h=394,https://mms.seloger.com/d/4/c/1/d4c1f62d-e4b8-491f-bd5b-ac28fe737d06.jpg?ci_seal=e7fe0a8c49799f57caba2ecab2e4247a802e5423&w=525&h=394,https://mms.seloger.com/c/b/5/3/cb534555-e16e-4815-a166-ba1dc885b63f.jpg?ci_seal=53eb618c2a99779c0209ad83d249304c15572940&w=525&h=394,
